កករចិត្ត	កករ-ចិត្ត
រឿងប្រថុជ្ជន	រឿង-ប្រថុជ្ជន
រឿងផ្សះផ្សា	រឿង-ផ្សះផ្សា
រឿងព្រេង	រឿង-ព្រេង
រឿងយឺតយ៉ាវ	រឿង-យឺតយ៉ាវ
រឿងរង្សី	រឿង-រង្សី
រឿងរ៉ាវ	រឿង-រ៉ាវ
រឿងស្រី	រឿង-ស្រី
រឿងហេតុ	រឿង-ហេតុ
រឿងអាស្រូវ	រឿង-អាស្រូវ
រឿងឫទ្ធិ	រឿង-ឫទ្ធិ
រឿណរង្គ	រឿណ-រង្គ
រឿនហ្លួង	រឿន-ហ្លួង
រៀងខ្លួន	រៀង-ខ្លួន
រៀងរាប	រៀង-រាប
រៀងរាយ	រៀង-រាយ
រៀងរាល់ថ្ងៃ	រៀងរាល់-ថ្ងៃ
រៀនចាំសព្ទ	រៀន-ចាំ-សព្ទ
រៀនផ្ទាល់ពីមាត់	រៀន-ផ្ទាល់-ពី-មាត់
រៀនផ្ទាល់មាត់	រៀន-ផ្ទាល់មាត់
រៀនសិល្ប៍	រៀន-សិល្ប៍
រៀនសូត្រ	រៀន-សូត្រ
រៀនអត្ថ	រៀន-អត្ថ
រៀបនឹង	រៀប-នឹង
រៀបរាប់	រៀប-រាប់
រៀបរៀង	រៀប-រៀង
រៀមច្បង	រៀម-ច្បង
រៀរ៉ាយ	រៀ-រ៉ា-យ
រេខាគណិត	រេខា-គណិត
រេខាគណិតរាប	រេខាគណិត-រាប
រេខាបត្រ	រេខា-បត្រ
រេចកភេសជ្ជៈ	រេចក-ភេសជ្ជៈ
រេចកភៃសជ្យ	រេចក-ភៃសជ្យ
រេចនកម្ម	រេចន-កម្ម
រេចរឹល	រេច-រឹល
រេតាមខ្យល់	រេ-តាម-ខ្យល់
រេហ៍ពល	រេហ៍-ពល
រែកពុន	រែក-ពុន
រោគក្សេម	រោគ-ក្សេម
រោគក្ស័យ	រោគ-ក្ស័យ
រោគចុះផ្ទៃ	រោគ-ចុះផ្ទៃ
រោគនិទាន	រោគ-និទាន
រោគនិទ្ធ	រោគ-និទ្ធ
រោគបុរស	រោគ-បុរស
រោគព្យាបាល	រោគ-ព្យាបាល
រោគព្យាបាលកៈ	រោគព្យាបាល-កៈ
រោគព្យាបាលក៍	រោគ-ព្យាបាលក៍
រោគព្យាបាលិកា	រោគ-ព្យាបាលិកា
រោគរាជ	រោគ-រាជ
រោគរាតត្បាត	រោគ-រាតត្បាត
រោគលក្ខណៈ	រោគ-លក្ខណៈ
រោគលិង្គ	រោគ-លិង្គ
រោគវិនិច្ឆ័យ	រោគ-វិនិច្ឆ័យ
រោគសង់ផ្ទះ	រោគ-សង់ផ្ទះ
រោគសញ្ញា	រោគ-សញ្ញា
រោគសន្និបាត	រោគ-សន្និបាត
រោគសមុដ្ឋាន	រោគ-សមុដ្ឋាន
រោគសមុដ្ឋានសាស្ត្រ	រោគសមុដ្ឋាន-សាស្ត្រ
រោគសមុទាយ	រោគ-សមុទាយ
រោគសាន្ត	រោគ-សាន្ត
រោគសាន្តិភាព	រោគ-សាន្តិភាព
រោគសាស្ត្រ	រោគ-សាស្ត្រ
រោគសិល្បៈ	រោគ-សិល្បៈ
រោគស្ត្រី	រោគ-ស្ត្រី
រោគស្ត្រីវិទ្យា	រោគស្ត្រី-វិទ្យា
រោគស្ពឹក	រោគ-ស្ពឹក
រោគហារិន	រោគ-ហារិន
រោគហារី	រោគ-ហារី
រោគាពាធ	រោគា-ពាធ
រោគាព្យាធិ	រោគា-ព្យាធិ
រោគាភិបាល	រោគា-ភិបាល
រោគាយតនៈ	រោគា-យតនៈ
រោគិនី	រោ-គិនី
រោងការ	រោង-ការ
រោងកុន	រោង-កុន
រោងក្រសាល	រោង-ក្រសាល
រោងចក្រ	រោង-ចក្រ
រោងចួង	រោង-ចួង
រោងដោល	រោង-ដោល
រោងដំរី	រោង-ដំរី
រោងថែវ	រោង-ថែវ
រោងទាន	រោង-ទាន
រោងផ្កាស្លា	រោង-ផ្កាស្លា
រោងពុម្ព	រោង-ពុម្ព
រោងរាំ	រោង-រាំ
រោងរៀន	រោង-រៀន
រោងល្ខោន	រោង-ល្ខោន
រោចនប្រភា	រោចន-ប្រភា
រោចនភាព	រោចន-ភាព
រោចនាការ	រោច-នា-ការ
រោទនការណ៍	រោទន-ការណ៍
រោទនកាល	រោទន-កាល
រោទនភាព	រោទន-ភាព
រោទនវេលា	រោទន-វេលា
រោទនសព្ទ	រោទន-សព្ទ
រោទនាការ	រោទ-នា-ការ
រោទ៍ស្គរ	រោទ៍-ស្គរ
រោធនកម្ម	រោធន-កម្ម
រោធនការណ៍	រោធន-ការណ៍
រោធនដ្ឋាន	រោធន-ដ្ឋាន
រោធនទណ្ឌ	រោ-ធនទណ្ឌ
រោធនស្ថាន	រោធន-ស្ថាន
រោបការិនី	រោប-ការិនី
រោបការី	រោប-ការី
រោបណស្ថាន	រោបណ-ស្ថាន
រោបនកម្ម	រោបន-កម្ម
រោបនកិច្ច	រោបន-កិច្ច
រោបនដ្ឋាន	រោបន-ដ្ឋាន
រោបនមូល	រោបន-មូល
រោបនាធិបតី	រោប-នា-ធិបតី
រោបិកា	រោ-បិកា
រោបិការោបការិនី	រោបិកា-រោបការិនី
រោមកូប	រោម-កូប
រោមមាលី	រោម-មាលី
រោមម័យ	រោម-ម័យ
រោមរាជី	រោម-រាជី
រោមហំសជាត	រោម-ហំសជាត
រោមហំសនាការ	រោម-ហំសនាការ
រោមាវលី	រោមា-វលី
រោយរាយ	រោយ-រាយ
រោយរៀវ	រោយ-រៀវ
រោយស្បៃ	រោយ-ស្បៃ
រោលរាល	រោល-រាល
រោលអាល	រោល-អាល
រោសការណ៍	រោស-ការណ៍
រោសចិត្ត	រោស-ចិត្ត
រោសភាព	រោ-សភាព
រោហិណី	រោ-ហិ-ណី
រំកាច់	រំ-កាច់
រំកាច់មាស	រំកាច់-មាស
រំកាច់រំកោច	រំកាច់-រំកោច
រំគងកែវស្នេហ៍	រំគង-កែវស្នេហ៍
រំងាប់	រំ-ងាប់
រំងាស់	រំ-ងាស់
រំចីដៃ	រំចី-ដៃ
រំជីរំជា	រំជី-រំជា
រំជើបរំជួល	រំជើប-រំជួល
រំជែរំជេញ	រំជែ-រំជេញ
រំជំរំជែង	រំជំ-រំជែង
រំដេញមាស	រំដេញ-មាស
រំបល់រំលេះ	រំបល់-រំលេះ
រំប៉ើក	រំ-ប៉ើក
រំពាត់	រំ-ពាត់
រំពាស់	រំ-ពាស់
រំពឹងទុក	រំពឹង-ទុក
រំពុកព្រៃ	រំពុក-ព្រៃ
រំពើកផែនដី	រំពើក-ផែនដី
រំភើបចិត្ត	រំភើប-ចិត្ត
រំលងអធ្រាត្រ	រំលង-អធ្រាត្រ
រំលត់ខន្ធ	រំលត់-ខន្ធ
រំលត់រលាយ	រំលត់-រលាយ
រំលត់រំលាយ	រំលត់-រំលាយ
រំលាងខន្ធ	រំលាង-ខន្ធ
រំលុបស្នាម	រំលុប-ស្នាម
រំលើកបើកកកាយ	រំលើក-បើក-កកាយ
រំលើករំឭក	រំលើក-រំឭក
រំលើងឫសគល់	រំលើង-ឫសគល់
រំលើងឫសរំលើងគល់	រំលើង-ឫស-រំលើង-គល់
រំលែកទុក្ខ	រំលែក-ទុក្ខ
រំហូរទឹក	រំហូរ-ទឹក
រំអុករំអែ	រំអុក-រំអែ
រំអួយរំអែ	រំអួយ-រំអែ
រំអែរំអួយ	រំអែ-រំអួយ
រំឭករំលើក	រំឭក-រំលើក
រះសន្សើម	រះ-សន្សើម
រះសំបែង	រះ-សំបែង
រ៉យកែវ	រ៉-យ-កែវ
រ៉ាកែត	រ៉ា-កែត
រ៉ាឌីកាល់អ៊ីយ៉ុង	រ៉ាឌីកាល់-អ៊ីយ៉ុង
រ៉ាឌីស	រ៉ា-ឌីស
រ៉ាត់រឹង	រ៉ាត់-រឹង
រ៉ាប់ប្រកាន់	រ៉ាប់-ប្រកាន់
រ៉ាប់រង	រ៉ាប់-រង
រ៉ាយង៉ាន	រ៉ា-យ-ង៉ាន
រ៉ាយរ៉ាប់	រ៉ា-យ-រ៉ាប់
រ៉ាវតាវ	រ៉ាវ-តា-វ
រ៉ាវប្រតាវ	រ៉ាវ-ប្រតាវ
រ៉ាំរ៉ៃ	រ៉ាំ-រ៉ៃ
រ៉ុញប៉ខុញ	រ៉ុញ-ប៉ខុញ
រ៉ូងរ៉ាង	រ៉ូង-រ៉ាង
រ៉េតង់ស្យុង	រ៉េ-តង់ស្យុង
រ៉េទីន	រ៉េ-ទី-ន
លកញីឈ្មោល	លក-ញី-ឈ្មោល
លក់ខ្លួន	លក់-ខ្លួន
លក់ជាតិ	លក់-ជាតិ
លក់ជានិច្ច	លក់-ជានិច្ច
លក់ដុំ	លក់-ដុំ
លក់ដូរ	លក់-ដូរ
លក់ព្នៃ	លក់-ព្នៃ
លក់ព្នៃស្ទៃអុំ	លក់ព្នៃ-ស្ទៃ-អុំ
លក់រាន	លក់-រាន
លក់រាយ	លក់-រាយ
លក់លង់	លក់-លង់
លក់លន់	លក់-លន់
លក់ស្វា	លក់-ស្វា
លក្ខខណ្ឌ	លក្ខ-ខណ្ឌ
លក្ខណការណ៍	លក្ខណ-ការណ៍
លក្ខណមន្ត	លក្ខណ-មន្ត
លក្ខណវិជ្ជា	លក្ខណ-វិជ្ជា
លក្ខណវិទ	លក្ខណ-វិទ
លក្ខណវិទូ	លក្ខណ-វិទូ
លក្ខណវិនយប្បញ្ញត្តិ	លក្ខណ-វិនយប្បញ្ញត្តិ
លក្ខណវិបត្តិ	លក្ខណ-វិបត្តិ
លក្ខណសញ្ញា	លក្ខណ-សញ្ញា
លក្ខណសម្បត្តិ	លក្ខណ-សម្បត្តិ
លក្ខណហេតុ	លក្ខណ-ហេតុ
លក្ខណា	លក្ខ-ណា
លក្ខណាការ	លក្ខណា-ការ
លក្ខន្តិកសញ្ញា	លក្ខន្តិក-សញ្ញា
លក្ខមូល	លក្ខ-មូល
លក្ស្មីបតី	លក្ស្មី-បតី
លក្ស្មីបុស្ប	លក្ស្មី-បុស្ប
លក្ស្មីវ័ត	លក្ស្មី-វ័ត
លឃុក្រម	លឃុ-ក្រម
លឃុចិត្ត	លឃុ-ចិត្ត
លឃុចិន្តា	លឃុ-ចិន្តា
លឃុវិក្រម	លឃុ-វិក្រម
លង់ខ្លួន	លង់-ខ្លួន
លង់ទឹក	លង់-ទឹក
លង់ទ្រនេស	លង់-ទ្រនេស
លង់លុះ	លង់-លុះ
លង់ហិន	លង់-ហិន
លង្កាទ្វីប	លង្កា-ទ្វីប
លង្ឃនកម្ម	លង្ឃន-កម្ម
លង្ឃនកីឡា	លង្ឃន-កីឡា
លជ្ជាភាព	លជ្ជា-ភាព
លជ្ជីភាព	លជ្ជី-ភាព
លញ្ចទាន	លញ្ច-ទាន
លញ្ចទាយក	លញ្ច-ទាយក
លញ្ចទាយិកា	លញ្ច-ទាយិកា
លញ្ចលាភ	លញ្ច-លាភ
